id,name,code,iata,sign,country,status
2161,Elifriulia,,EFG,ELIFRIULIA,Italy,1
2162,Elilario Italia,,ELH,LARIO,Italy,1
2163,Elilombarda,,EOA,LOMBARDA,Italy,1
2164,Elimediterranea,,MEE,ELIMEDITERRANEA,Italy,1
2165,Elios,,VUL,ELIOS,Italy,1
2166,Elipiu',,IEP,ELIPIU,Italy,1
2167,Elisra Airlines,,RSA,ESRA,Sudan,1
2168,Elite Air,,EAI,ELAIR,Togo,1
2169,Elite Jets,,EJD,ELITE DUBAI,United Arab Emirates,1
2170,Elitellina,,FGS,ELITELLINA,Italy,1
2171,Elliott Aviation,,ELT,ELLIOT,United States,1
2172,Elmagal Aviation Services,,MGG,ELMAGAL,Sudan,1
2173,Elrom Aviation and Investments,,ELR,,Israel,1
2174,Embassy Airlines,,EAM,EMBASSY AIR,Nigeria,1
2175,Embassy Freight Company,,EFT,EMBASSY FREIGHT,United States,1
2176,Empresa Brasileira De Aeronautica,,EMB,EMBRAER,Brazil,1
2177,Embry-Riddle Aeronautical University,,XSL,SATSLAB,United States,1
2178,Emerald Airways,,JEM,GEMSTONE,United Kingdom,1
2179,Emery Worldwide Airlines,,EWW,EMERY,United States,1
2180,Emetebe,,EMT,EMETEBE,Ecuador,1
2181,Emirates,EK,UAE,EMIRATES,United Arab Emirates,1
2182,Emoyeni Air Charter,,SBC,SABIAN AIR,South Africa,1
2183,Empire Air Service,,EMP,EMPIRE,United States,1
2184,Empire Airlines,EM,CFS,EMPIRE AIR,United States,1
2185,Empire Aviation Services,,MPR,,Nigeria,1
2186,Empire Test Pilots' School,,ETP,TESTER,United Kingdom,1
2187,Empresa (Aero Uruguay),,AUO,S.A.,UNIFORM OSCAR,1
2188,Empresa Aero-Servicios Parrague,,PRG,ASPAR,Chile,1
2189,Empresa Aerocaribbean,,CRN,AEROCARIBBEAN,Cuba,1
2190,Empresa Aviacion Interamericana,,VNA,EBBA,Uruguay,1
2191,Empresa Ecuatoriana De Aviacion,EU,EEA,ECUATORIANA,Ecuador,1
2192,Empresa Nacional De Servicios Aereos,,CNI,SERAER,Cuba,1
2193,Empresa Venezolana,,VNE,VENEZOLANA,Venezuela,1
2194,Empresa de Aviacion Aerogaviota,,GTV,GAVIOTA,Cuba,1
2195,Empressa Brasileira de Infra-Estrutura Aeroportuaria-Infraero,,XLT,INFRAERO,Brazil,1
2196,Endecots,,ENC,ENDECOTS,Ecuador,1
2197,Enimex,,ENI,ENIMEX,Estonia,1
2198,Enkor JSC,G8,ENK,ENKOR,Russia]],1
2199,Enrique Gleisner Vivanco,,EGV,GLEISNER,Chile,1
2200,Ensenada Vuelos Especiales,,ESE,ENSENADA ESPECIAL,Mexico,1
2201,Entergy Services,,ENS,ENTERGY SHUTTLE,United States,1
2202,Enterprise World Airways,,EWS,WORLD ENTERPRISE,Democratic Republic of the Congo,1
2203,Eos Airlines,E0,ESS,NEW DAWN,United States,1
2204,Equaflight Service,,EKA,EQUAFLIGHT,Republic of the Congo,1
2205,Equatair Air Services (Zambia),,EQZ,ZAMBIA CARGO,Zambia,1
2206,Equatorial Airlines,,EQT,,Equatorial Guinea,1
2207,Era Helicopters,,ERH,ERAH,United States,1
2208,Eram Air,,IRY,ERAM AIR,Iran,1
2209,Erfoto,,ERF,ERFOTO,Portugal,1
2210,Erie Airways,,ERE,AIR ERIE,United States,1
2211,Eritrean Airlines,B8,ERT,ERITREAN,Eritrea,1
2212,Escuela De Pilotos Are Aviacion,,CTV,ARE AVIACION,Spain,1
2213,Espace Aviation Services,,EPC,ESPACE,Democratic Republic of the Congo,1
2214,Esso Resources Canada,,ERC,ESSO,Canada,1
2215,Estafeta Carga Aerea,E7,ESF,,Mexico,1
2216,Estonian Air,OV,ELL,ESTONIAN,Estonia,1
2217,Estrellas Del Aire,,ETA,ESTRELLAS,Mexico,1
2218,Ethiopian Airlines,ET,ETH,ETHIOPIAN,Ethiopia,1
2219,Eti 2000,,MJM,ELCO ETI,Italy,1
2220,Etihad Airways,EY,ETD,ETIHAD,United Arab Emirates,1
2221,Etram Air Wing,,ETM,ETRAM,Angola,1
2222,Euraviation,,EVN,EURAVIATION,Italy,1
2223,Euro Continental AIE,,ECN,EURO CONTINENTAL,Spain,1
2225,Euro Sun,,ESN,EURO SUN,Turkey,1
2226,Euro-Asia Air,,EAK,EAKAZ,Kazakhstan,1
2227,Euro-Asia Air International,,KZE,KAZEUR,Kazakhstan,1
2228,EuroAtlantic Airways,,MMZ,EUROATLANTIC,Portugal,1
2229,EuroJet Aviation,,GOJ,GOJET,United Kingdom,1
2230,Euroair,,EUP,EUROSTAR,Greece,1
2231,Euroamerican Air,,EUU,EUROAMERICAN,Uruguay,1
2232,Euroceltic Airways,,ECY,ECHELON,United Kingdom,1
2233,Eurocontrol,,EUC,,Belgium,1
2234,Eurocopter,,ECF,EUROCOPTER,France,1
2235,Eurocypria Airlines,UI,ECA,EUROCYPRIA,Cyprus,1
2236,Eurofly,,EEZ,E-FLY,Italy,1
2237,Eurofly Service,GJ,EEU,EUROFLY,Italy,1
2238,Euroguineana de Aviacion,,EUG,EUROGUINEA,Equatorial Guinea,1
2239,Eurojet Italia,,ERJ,JET ITALIA,Italy,1
2240,Eurojet Limited,,JLN,JET LINE,Malta,1
2241,Eurojet Romania,,RDP,JET-ARROW,Romania,1
2242,Eurojet Servis,,EJS,EEJAY SERVICE,Czech Republic,1
2243,Eurolot,K2,ELO,EUROLOT,Poland,1
2244,Euromanx Airways,3W,EMX,EUROMANX,Austria,1
2245,Europe Air Lines,,GED,LANGUEDOC,France,1
2246,Europe Airpost,,FPO,FRENCH POST,France,1
2247,European 2000 Airlines,,EUT,FIESTA,Malta,1
2248,European Aeronautical Group UK,,EAG,,United Kingdom,1
2249,European Air Express,EA,EAL,STAR WING,Germany,1
2250,European Air Transport,QY,BCS,EUROTRANS,Belgium,1
2251,European Aviation Air Charter,E7,EAF,EUROCHARTER,United Kingdom,1
2252,European Business Jets,,EBJ,,United Kingdom,1
2253,European Coastal Airlines,,ECB,COASTAL CLIPPER,Croatia,1
2254,European Executive,,ETV,EURO EXEC,United Kingdom,1
2255,European Executive Express,,EXC,ECHO EXPRESS,Sweden,1
2256,Eurosense,,EBG,EUROSENSE,Bulgaria,1
2257,Euroskylink,,ESX,CATFISH,United Kingdom,1
2258,Eurowings,EW,EWG,EUROWINGS,Germany,1
2259,Evergreen International Airlines,EZ,EIA,EVERGREEN,United States,1
2260,Everts Air Alaska/Everts Air Cargo,,VTS,EVERTS,United States,1
2261,Examiner Training Agency,,EMN,AGENCY,United Kingdom,1
2262,Excel Airways,JN,XLA,EXPO,United Kingdom,1
2263,Excel Charter,,XEL,HELI EXCEL,United Kingdom,1
2264,Excellent Air,,GZA,EXCELLENT AIR,Germany,1
2265,Execair Aviation,MB,EXA,CANADIAN EXECAIRE,Canada,1
2266,Execujet Charter,,VCN,AVCON,Switzerland,1
2267,Execujet Middle East,,EJO,MIDJET,United Arab Emirates,1
2268,Execujet Scandinavia,,VMP,VAMPIRE,Denmark,1
2269,Executive Aerospace,,EAS,AEROSPACE,South Africa,1
2270,Executive Air,,LFL,LIFE FLIGHT,Zimbabwe,1
2271,Executive Air Charter,,EAC,EXECAIR,United States,1
2272,Executive Air Fleet,,XAF,,United States,1
2273,Executive Aircraft Charter and Charter Services,,ECS,ECHO,Ireland,1
2274,Executive Aircraft Services,,XAH,,United Kingdom,1
2275,Executive Airlines,OW,EXK,EXECUTIVE EAGLE,United States,1
2276,Executive Airlines,,EXU,SACAIR,Spain,1
2277,Executive Aviation Services,,JTR,JESTER,United Kingdom,1
2278,Executive Flight,,EXE,EXEC,United States,1
2279,Executive Flight Operations Ontario Government,,TRI,TRILLIUM,Canada,1
2280,Executive Jet Charter,,EXJ,,United Kingdom,1
2281,Executive Jet Management,,EJM,JET SPEED,United States,1
2282,Executive Turbine Aviation,,TEA,TRAVELMAX,South Africa,1
2283,Eximflight,,EXF,EXIMFLIGHT,Mexico,1
2284,Exin,,EXN,EXIN,Poland,1
2285,Expertos En Carga,,EXR,EXPERTOS ENCARGA,Mexico,1
2286,Expo Aviation,8D,EXV,EXPOAVIA,Sri Lanka,1
2287,Express Air,,FXA,EFFEX,United States,1
2288,Express International Cargo,,EIC,EXCARGO,S,1
2289,Express Line Aircompany,,XPL,EXPRESSLINE,United States,1
2290,Express Net Airlines,,XNA,EXPRESSNET,United States,1
2291,Express One International,EO,LHN,LONGHORN,United States,1
2292,Express Tours,,XTO,EXPRESS TOURS,Canada,1
2293,ExpressJet,XE,BTA,JET LINK,United States,1
2294,Exxavia Limited,,JTM,SKYMAN,Ireland,1
2295,easyJet,U2,EZY,EASY,United Kingdom,1
2296,NetJets,,EJA,,United States,1
2297,F.S. Air Service,,EYE,SOCKEYE,United States,1
2298,FAI Airservice,,IFA,RED ANGLE,Germany,1
2299,FINFO Flight Inspection Aircraft,,FLC,FLIGHT CHECK,United States,1
2300,FLM Aviation Mohrdieck,,FKI,KIEL AIR,Germany,1
2301,FLTPLAN,,DCM,DOT COM,United States,1
2302,FLowair Aviation,,FLW,QUICKFLOW,France,1
2303,FMG Verkehrsfliegerschule Flughafen Paderborn-Lippstadt,,FMG,HUSKY,Germany,1
2304,FR Aviation,,FRA,RUSHTON,United Kingdom,1
2305,FSB Flugservice & Development,,FSB,SEABIRD,Germany,1
2306,FSH Luftfahrtunternehmen,,LEJ,LEIPZIG FAIR,Germany,1
2307,Fab Air,,FBA,FAB AIR,Kyrgyzstan,1
2308,Facts Air,,FCS,MEXFACTS,Mexico,1
2309,Fair Aviation,,FAV,FAIRAVIA,South Africa,1
2310,Fair Wind Air Charter,,FWD,FAIR WIND,United Arab Emirates,1
2311,Fairlines,,FLS,FAIRLINE,Netherlands,1
2312,Fairoaks Flight Centre,,FFC,FAIROAKS,United Kingdom,1
2313,Fairways Corporation,,FWY,FAIRWAYS,United States,1
2314,Falcon Air,,FCN,FALCON,Sweden,1
2315,Falcon Air,,FAR,FALCAIR,Slovenia,1
2316,Falcon Air Express,,FAO,PANTHER,United States,1
2317,Falcon Airline,,FAU,FALCON AIRLINE,Nigeria,1
2319,Falcon Aviation Services,,FVS,FALCON AVIATION,United Arab Emirates,1
2320,Falcon Jet Centre,,FJC,FALCONJET,United Kingdom,1
2321,Falwell Aviation,,FAW,FALWELL,United States,1
2322,Far Eastern Air Transport,EF,EFA,Far Eastern,Taiwan,1
2323,Farmingdale State University,,FDL,FARMINGDALE STATE,United States,1
2324,Farnair Hungary,,FAH,BLUE STRIP,Hungary,1
2325,Farnair Netherlands,,FRN,FARNED,Netherlands,1
2326,Farnair Switzerland,,FAT,FARNER,Switzerland,1
2327,Farnas Aviation Services,,RAF,FARNAS,Sudan,1
2328,Faroecopter,,HBL,HELIBLUE,Denmark,1
2329,Faroejet,F6,RCK,ROCKROSE,Faroe Islands,1
2330,Farwest Airlines,,FRW,FARWEST,United States,1
2331,Faso Airways,F3,FSW,FASO,Burkina Faso,1
2332,Fast Helicopters,,FHL,FINDON,United Kingdom,1
2333,Fayban Air Services,,FAY,FAYBAN AIR,Nigeria,1
2334,Fayetteville Flying Service and Scheduled Skyways System,,SKM,SKYTEM,United States,1
2335,Federal Air,,FDR,FEDAIR,South Africa,1
2336,Federal Airlines,,FLL,FEDERAL AIRLINES,Sweden,1
2337,Federal Armed Forces,,DCN,DIPLOMATIC CLEARANCE,Germany,1
2338,Federal Armored Service,,FRM,FEDARM,United States,1
2339,Federal Aviation Administration,,NHK,NIGHTHAWK,United States,1
2340,Federal Express,FX,FDX,FEDEX,United States,1
2341,Feniks Airline,,FNK,AURIKA,Kazakhstan,1
2342,Feria Aviacion,,FER,FERIA,Spain,1
2343,Fika Salaama Airlines,N8,HGK,SALAAMA,Uganda,1
2344,Finalair Congo,4S,FNC,FINALAIR CONGO,Republic of the Congo,1
2345,Financial Airxpress,,FAK,FACTS,United States,1
2346,Fine Airlines,,FBF,FINE AIR,United States,1
2347,Finist'air,,FTR,FINISTAIR,France,1
2348,Finnair,AY,FIN,FINNAIR,Finland,1
2349,Finncomm Airlines,FC,WBA,WESTBIRD,Finland,1
2350,Finnish Air Force,,FNF,FINNFORCE,Finland,1
2351,Firefly,FY,FFM,FIREFLY,Malaysia,1
2352,First Air,7F,FAB,,Canada,1
2353,First Air Transport,,JRF,,Japan,1
2354,First Cambodia Airlines,,FCC,FIRST CAMBODIA,Cambodia,1
2355,First Choice Airways,DP,FCA,JETSET,United Kingdom,1
2356,First City Air,,MBL,FIRST CITY,United Kingdom,1
2357,First Flying Squadron,,GGA,JAWJA,United States,1
2358,First Line Air,,FIR,FIRSTLINE AIR,Sierra Leone,1
2359,First Sabre,,FTS,FIRST SABRE,Mexico,1
2360,Fischer Air,8F,FFR,FISCHER,Czech Republic,1
2361,Fischer Air Polska,,FFP,FLYING FISH,Poland,1
2362,Flagship Express Services,,FSX,FLAG,United States,1
2363,Flair Airlines,,FLE,FLAIR,Canada,1
2364,Flamenco Airways,,WAF,FLAMENCO,United States,1
2365,Flamingo Air,,FMR,FLAMINGO AIR,United States,1
2366,Flamingo Air-Line,,FLN,ILIAS,Kazakhstan,1
2367,Flash Airlines,,FSH,FLASH,Egypt,1
2368,Fleet Requirements Air Direction Unit,,BWY,BROADWAY,United Kingdom,1
2369,Fleetair,,FLR,FLEETAIR,South Africa,1
2370,Flexair,,FXY,FLEXY,Netherlands,1
2371,Flexflight,,FXT,,Denmark,1
2372,Flight Alaska,,TUD,TUNDRA,United States,1
2373,Flight Calibration Service,,FCK,NAV CHECKER,Germany,1
2374,Flight Centre Victoria,,FCV,NAVAIR,Canada,1
2375,Flight Corporation,,FCP,FLIGHTCORP,New Zealand,1
2376,Flight Dispatch Services,,FDP,,Poland,1
2377,Flight Express,,FLX,FLIGHT EXPRESS,United States,1
2378,Flight Inspection Center of the General Administration of Civil Aviation in China,,CFI,CHINA JET,China,1
2379,Flight Inspections and Systems,,LTS,SPECAIR,Russia,1
2380,Flight International,,IVJ,INVADER JACK,United States,1
2381,Flight Line,,MIT,MATCO,United States,1
2382,Flight Ops International,,FOI,,United States,1
2383,Flight Options,,OPT,OPTIONS,United States,1
2384,Flight Precision Limited,,CLB,CALIBRATOR,United Kingdom,1
2385,Flight Safety Limited,,FSL,FLIGHTSAFETY,United Kingdom,1
2386,Flight Support Sweden,,FSU,,Sweden,1
2387,Flight Trac,,CCK,CABLE CHECK,United States,1
2388,Flight Training Europe,,AYR,CYGNET,Spain,1
2389,Flight West Airlines,,FWQ,,Australia,1
2390,Flight-Ops International,,KLO,KLONDIKE,Canada,1
2391,Flightcraft,,CSK,CASCADE,United States,1
2392,Flightexec,,FEX,FLIGHTEXEC,Canada,1
2393,Flightline,B5,FLT,FLIGHTLINE,United Kingdom,1
2394,Flightpass Limited,,FPS,FLIGHTPASS,United Kingdom,1
2395,Flightstar Corporation,,FSR,FLIGHTSTAR,United States,1
2396,Flightworks,,KDZ,KUDZU,United States,1
2397,Flint Aviation Services,,FAZ,FLINT AIR,United States,1
2398,Florida Air,,OJY,OHJAY,United States,1
2399,Florida Coastal Airlines,PA,FCL,FLORIDA COASTAL,United States,1
2400,Florida Department of Agriculture,,FFS,FORESTRY,United States,1
2401,Florida Jet Service,,FJS,FLORIDAJET,United States,1
2402,Florida West International Airways,RF,FWL,FLO WEST,United States,1
2403,Flugdienst Fehlhaber,,FFG,WITCHCRAFT,Germany,1
2404,Flugschule Basel,,FLU,YELLOW FLYER,Switzerland,1
2405,Flugschule Eichenberger,,EZB,EICHENBURGER,Switzerland,1
2406,Flugwerkzeuge Aviation Software,,FWZ,,Austria,1
2407,Fly Air,F2,FLM,FLY WORLD,Turkey,1
2408,Fly CI Limited,,FCT,DEALER,United Kingdom,1
2409,Fly Europa Limited,,FEE,FLY EURO,United Kingdom,1
2410,Fly Excellent,,FXL,FLY EXCELLENT,Sweden,1
2411,Fly International Airways,,NVJ,NOUVINTER,Tunisia,1
2412,Fly Line,,FIL,FLYLINE,Spain,1
2413,Fly Me Sweden,SH,FLY,FLYBIRD,Sweden,1
2414,Fly Wex,,IAD,FLYWEX,Italy,1
2415,AirAsia X,D7,XAX,XANADU,Malaysia,1
2416,FlyLal,TE,LIL,LITHUANIA AIR,Lithuania,1
2417,FlyNordic,LF,NDC,NORDIC,Sweden,1
2418,Flybaboo,F7,BBO,BABOO,Switzerland,1
2419,Flybe,BE,BEE,JERSEY,United Kingdom,1
2420,Flycolumbia,,FCE,FLYCOLUMBIA,Spain,1
2421,Flycom,,FLO,FLYCOM,Slovenia,1
2422,Flygaktiebolaget Gota Vingar,,GVG,BLUECRAFT,Sweden,1
2423,Flyglobespan,B4,GSM,GLOBESPAN,United Kingdom,1
2424,Flygprestanda,,FPA,,Sweden,1
2425,Flygtransporter I Nykoping,,ETS,EXTRANS,Sweden,1
2426,Flyguppdraget Backamo,,INU,INSTRUCTOR,Sweden,1
2427,Flyhy Cargo Airlines,,FYH,FLY HIGH,Thailand,1
2428,Flying Carpet Company,,FCR,FLYING CARPET,Lebanon,1
2429,Flying Service,,FYG,FLYING GROUP,Belgium,1
2430,Flying-Research Aerogeophysical Center,,FGP,FLYING CENTER,Russia,1
2431,Flylink Express,,FLK,FLYLINK,Spain,1
2432,Flyteam Aviation,,FTM,FLYTEAM,United Kingdom,1
2433,Focus Air,,FKS,FOCUS,United States,1
2434,Fokker,,FOP,,Netherlands,1
2435,Fonnafly,,NOF,FONNA,Norway,1
2436,Ford Motor Company,,FOB,FORDAIR,United Kingdom,1
2437,Formosa Airlines,VY,FOS,,Taiwan,1
2438,Formula One Management,,FOR,FORMULA,United Kingdom,1
2439,Forth and Clyde Helicopter Services,,FHS,HELISCOT,United Kingdom,1
2440,Fortunair Canada,,FXC,AIR FUTURE,Canada,1
2442,Foster Aviation,,FSA,FOSTER-AIR,United States,1
2443,Foster Yeoman,,JFY,YEOMAN,United Kingdom,1
2444,Fotografia F3,,FTE,FOTOGRAFIA,Spain,1
2445,Four Island Air,,FIA,ISLANDAIR,Antigua and Barbuda,1
2446,Four Star Aviation / Four Star Cargo,HK,FSC,FOUR STAR,United States,1
2447,Four Winds Aviation,,WDS,WINDS,United States,1
2448,Foxair,,FXR,WILDFOX,Italy,1
2449,France Douanes,,FDO,FRENCH CUSTOM,France,1
2450,Free Bird Airlines,,FHY,FREE BIRD,Turkey,1
2451,Freedom Air,,FOM,FREE AIR,New Zealand,1
2452,Freedom Air,FP,FRE,FREEDOM,United States,1
2453,Freedom Air Services,,FFF,INTER FREEDOM,Nigeria,1
2454,Freedom Airlines,,FRL,FREEDOM AIR,United States,1
2455,Freedom Airways,,FAS,FREEDOM AIRWAYS,Cyprus,1
2456,Freeway Air,,FWC,FREEWAY,Netherlands,1
2457,Freight Runners Express,,FRG,FREIGHT RUNNERS,United States,1
2458,Force Aerienne Francaise,,FAF,FRENCH AIR FORCE,France,1
2459,Aviation Legere De L'Armee De Terre,,FMY,FRENCH ARMY,France,1
2460,France Marine Nationale,,FNY,FRENCH NAVY,France,1
2461,Fresh Air,,FRR,FRESH AIR,Nigeria,1
2462,Freshaer,,FAE,WILDGOOSE,United Kingdom,1
2463,Friendship Air Alaska,,FAL,FRIENDSHIP,United States,1
2464,Friendship Airlines,,FLF,FRIEND AIR,Uganda,1
2465,Froggy Corporate Aviation,,FGY,,Australia,1
2466,Frontier Airlines,F9,FFT,FRONTIER FLIGHT,United States,1
2467,Frontier Commuter,,ITR,OUT BACK,United States,1
2468,Frontier Flying Service,2F,FTA,FRONTIER-AIR,United States,1
2469,Frontier Guard,,FNG,FINNGUARD,Finland,1
2470,Fujairah Aviation Centre,,FUJ,FUJAIRAH,United Arab Emirates,1
2471,Fujian Airlines,,CFJ,FUJIAN,China,1
2472,Full Express,,GAX,GRAND AIRE,United States,1
2473,Fumigacion Aerea Andaluza,,FAM,FAASA,Spain,1
2474,Fun Flying Thai Air Service,,FFY,FUN FLYING,Thailand,1
2475,Fundació Rego,,ROG,REGO,Spain,1
2476,Funtshi Aviation Service,,FUN,FUNTSHI,Democratic Republic of the Congo,1
2477,Futura Gael,,FGL,Applewood,Ireland,1
2478,Futura International Airways,FH,FUA,FUTURA,Spain,1
2479,G & L Aviation,,GML,GEEANDEL,South Africa,1
2480,G5 Executive,,EXH,BATMAN,Germany,1
2481,GAK/Mitchell Aero,,MTA,GAK AVIATION,United States,1
2482,GATSA,,GGS,GATSA,Mexico,1
2483,GB Airlink,,GBX,ISLAND TIGER,United States,1
2484,GB Airways,GT,GBL,GEEBEE AIRWAYS,United Kingdom,1
2485,GCS Air Service,,GCS,GALION,United States,1
2486,GEC Marconi Avionics,,FFU,FERRANTI,United Kingdom,1
2487,GECAS,,GCC,GECAS,Ireland,1
2488,GENSA,,GEN,GENSA-BRASIL,Brazil,1
2489,GETRA,,GET,GETRA,Equatorial Guinea,1
2490,GFW Aviation,,GFW,,Australia,1
2491,GH Stansted Limited,,GHI,,United Kingdom,1
2492,GM Helicopters,,GMG,GEE-EM HELICOPTERS,Latvia,1
2493,GP Express Airlines,,GPE,REGIONAL EXPRESS,United States,1
2494,GPM Aeroservicio,,GPR,GPM AEROSERVICIO,Mexico,1
2495,GR-Avia,,GIB,GRAVIA,Guinea,1
2496,GST Aero Aircompany,,BMK,MURAT,Kazakhstan,1
2497,GTA Air,,GTX,BIG-DEE,United States,1
2498,Ga-Ma Helicoptere,,GAH,GAMHELICO,France,1
2499,Gabon Express,,GBE,GABEX,Gabon,1
2500,Gabon-Air-Transport,,GRT,,Gabon,1
2501,Gacela Air Cargo,,GIG,GACELA AIR,Mexico,1
2502,Gail Force Express,,GFC,GAIL FORCE,United States,1
2503,Gain Jet Aviation,,GNJ,HERCULES JET,Greece,1
2504,Galair International,,SWF,GALAIR,United Kingdom,1
2505,Galaircervis,,GLS,GALS,Ukraine,1
2506,Galaxy Air,7O,GAL,GALAXY,Kyrgyzstan,1
2507,Galaxy Airlines,,GXY,GALAX,Japan,1
2508,Galena Air Service,,GAS,GALENA AIR SERVICE,United States,1
2510,Gama Aviation,,GMA,GAMA,United Kingdom,1
2511,Gambia International Airlines,GC,GNR,GAMBIA INTERNATIONAL,Gambia,1
2512,Gambia New Millennium Air,,NML,NEWMILL,Gambia,1
2513,Gamisa Aviacion,,GMJ,GAMISA,Spain,1
2514,Gandalf Airlines,G7,GNF,Gandalf,Italy,1
2515,Gander Aviation,,GAN,GANAIR,Canada,1
2516,Garden State Airlines,,GSA,GARDEN STATE,United States,1
2517,Garrison Aviation,,AHM,AIR HURON,Canada,1
2518,Garuda Indonesia,GA,GIA,INDONESIA,Indonesia,1
2519,Gatari Hutama Air Services,,GHS,GATARI,Indonesia,1
2520,Gauteng Air Cargo,,EGO,GAUTENG,South Africa,1
2521,Gavina,,GVN,GAVINA,Spain,1
2522,Gazpromavia,4G,GZP,GAZPROMAVIA,Russia,1
2523,Geesair,,GEE,GEESAIR,Canada,1
2524,Gemini Air Cargo,GR,GCO,GEMINI,United States,1
2525,Gendall Air,,GAB,GENDALL,Canada,1
2526,Gendarmerie Belge,,GDB,BELGIAN GENERMERIE,Belgium,1
2527,Gendarmie Nationale,,FGN,FRANCE GENDARME,France,1
2528,General Aerospace,,SWK,SKYWALKER,Canada,1
2529,General Airways,,GWS,GENAIR,South Africa,1
2530,General Aviation,,GNZ,GONZO,Poland,1
2531,General Aviation Flying Services,,GTH,GOTHAM,United States,1
2532,General Aviation Terminal,,XGA,,Canada,1
2533,General Motors,,GMC,GENERAL MOTORS,United States,1
2534,Genex,,GNX,,Belarus,1
2535,Geographic Air Surveys,,GSL,SURVEY-CANADA,Canada,1
2536,Georgian Airways,A9,TGZ,TAMAZI,Georgia,1
2537,Georgian Aviation Federation,,FGA,GEORGIA FED,Georgia,1
2538,Georgian Cargo Airlines Africa,,GGF,GEORGIAN AFRICA,Senegal,1
2539,Georgian National Airlines,QB,GFG,NATIONAL,Georgia,1
2540,DLR,,GPL,GERMAN POLAR,Germany,1
2541,German Air Force,,GAF,GERMAN AIR FORCE,Germany,1
2542,German Army,,GAM,GERMAN ARMY,Germany,1
2543,German Navy,,GNY,GERMAN NAVY,Germany,1
2544,German Sky Airlines,,GHY,GERMAN SKY,Germany,1
2545,Germania,ST,GMI,GERMANIA,Germany,1
2546,Germanwings,4U,GWI,GERMAN WINGS,Germany,1
2547,Gerry's Dnata,,GDN,,Pakistan,1
2548,Gesekkschaft Fur Flugzieldarstellung,,GFD,KITE,Germany,1
2549,Gestair,GP,GES,GESTAIR,Spain,1
2550,Gestar,,GTR,STAR GESTAR,Chile,1
2551,Gestion Aerea Ajecutiva,,GJT,BANJET,Spain,1
2552,Ghadames Air Transport,,GHT,,Libya,1
2553,Ghana Airways,,GHA,GHANA,Ghana,1
2554,Ghana International Airlines,G0,GHB,GHANA AIRLINES,Ghana,1
2555,Gibson Aviation,,NTC,NIGHT CHASE,United States,1
2556,Global Air Charter,,RPS,RESPONSE,United States,1
2557,Global Air Operations,,GAG,GLOBAL AIRGROUP,Comoros,1
2558,Global Air Services Nigeria,,GBS,GLOBAL SERVE,Nigeria,1
2559,Global Aircargo,,GLC,,Bahrain,1
2560,Global Airways,,BSP,,Democratic Republic of Congo,1
2561,Global Aviation Operations,,GBB,GLOBE,South Africa,1
2562,Global Aviation and Services Group,,GAK,AVIAGROUP,Libya,1
2563,Global Georgian Airways,,GGZ,GLOBAL GEORGIAN,Georgia,1
2564,Global Jet Austria,,GLJ,GLOBAL AUSTRIA,Austria,1
2565,Global Jet Corporation,,NSM,THUNDERCLOUD,United States,1
2566,Global Jet Luxembourg,,SVW,SILVER ARROWS,Luxembourg,1
2567,Global Sky Aircharter,,GSK,GLOBAL SKY,United States,1
2568,Global Supply Systems,,GSS,JET LIFT,United Kingdom,1
2569,Global System,,XGS,,United States,1
2570,Global Weather Dynamics,,XGW,,United States,1
2571,Global Wings,,GLW,,Japan,1
2572,Globe Jet,,GJA,,Lebanon,1
2573,Go Air,G8,GOW,GOAIR,India,1
2575,GoJet Airlines,G7,GJS,GATEWAY,United States,1
2576,Gobierno De Guinea Ecuatorial,,GGE,,Equatorial Guinea,1
2577,Gof-Air,,GOF,GOF-AIR,Mexico,1
2578,Gofir,,GOI,SWISS HAWK,Switzerland,1
2579,Gol Transportes Aéreos,G3,GLO,GOL TRANSPORTE,Brazil,1
2580,Gold Belt Air Transport,,GBT,GOLD BELT,Canada,1
2581,GoldAir,,GDA,AIR PARTNER,United Kingdom,1
2582,Goldeck-Flug,,GDK,GOLDECK FLUG,Austria,1
2583,Golden Air,DC,GAO,GOLDEN,Sweden,1
2584,Golden Airlines,,GDD,GOLDEN AIRLINES,United States,1
2585,Golden Pacific Airlines,,GPA,GOLDEN PAC,United States,1
2586,Golden Rule Airlines,,GRS,GOLDEN RULE,Kyrgyzstan,1
2587,Golden Star Air Cargo,,GLD,GOLDEN STAR,Sudan,1
2588,Goldfields Air Services,,GOS,,Australia,1
2589,Golfe Air Quebec,,GAQ,GOLFAIR,Canada,1
2590,Goliaf Air,,GLE,GOLIAF AIR,Sao Tome and Principe,1
2591,Gomel Airlines,,GOM,GOMEL,Belarus,1
2592,Goodridge (UK) Limited,,RDR,RED STAR,United Kingdom,1
2593,Gorkha Airlines,G1,IKA,GORKHA AIRLINES,Nepal,1
2594,Gorlitsa Airlines,,GOR,GORLITSA,Ukraine,1
2595,Government Flying Service,,HKG,HONGKONG GOVERNMENT,Hong Kong SAR of China,1
2596,Government of Zambia Communications Flight,,GRZ,COM FLIGHT,Zambia,1
2597,Grampian Flight Centre,,HLD,GRANITE,United Kingdom,1
2598,Granada Aviacion,,GAV,GRANAVI,Spain,1
2599,Grand Aire Express,,GAE,GRAND EXPRESS,United States,1
2600,Grand Airways,,GND,GRAND VEGAS,United States,1
